Batch Index,Problem,Algorithm,Fitness,Best Iteration,Runtime (ms)
0,BitStringLeadingOnes,BitStringLeadingOnesGeneric,10.000000,9108,20560
1,BitStringLeadingOnes,BitStringLeadingOnesGeneric,10.000000,7874,20224
