Iteration,Time,Fitness,Best Iteration,Best Fitness
0,20224.000000,0.000000,0,0.000000
11,20224.000000,0.000000,0,0.000000
17,20224.000000,0.000000,0,0.000000
25,20224.000000,0.000000,0,0.000000
35,20224.000000,0.000000,0,0.000000
44,20224.000000,0.000000,0,0.000000
52,20224.000000,0.000000,0,0.000000
61,20224.000000,0.000000,0,0.000000
68,20224.000000,0.000000,0,0.000000
76,20224.000000,0.000000,0,0.000000
83,20224.000000,0.000000,0,0.000000
91,20224.000000,0.000000,0,0.000000
98,20224.000000,0.000000,0,0.000000
108,20224.000000,0.000000,0,0.000000
116,20224.000000,0.000000,0,0.000000
129,20224.000000,0.000000,0,0.000000
137,20224.000000,0.000000,0,0.000000
146,20224.000000,0.000000,0,0.000000
155,20224.000000,0.000000,0,0.000000
162,20224.000000,0.000000,0,0.000000
171,20224.000000,0.000000,0,0.000000
178,20224.000000,0.000000,0,0.000000
186,20224.000000,0.000000,0,0.000000
195,20224.000000,0.000000,0,0.000000
203,20224.000000,0.000000,0,0.000000
211,20224.000000,0.000000,0,0.000000
220,20224.000000,0.000000,0,0.000000
230,20224.000000,0.000000,0,0.000000
237,20224.000000,0.000000,0,0.000000
245,20224.000000,0.000000,0,0.000000
252,20224.000000,0.000000,0,0.000000
267,20224.000000,0.000000,0,0.000000
274,20224.000000,0.000000,0,0.000000
284,20224.000000,0.000000,0,0.000000
293,20224.000000,0.000000,0,0.000000
302,20224.000000,0.000000,0,0.000000
309,20224.000000,0.000000,0,0.000000
318,20224.000000,0.000000,0,0.000000
326,20224.000000,0.000000,0,0.000000
334,20224.000000,0.000000,0,0.000000
342,20224.000000,0.000000,0,0.000000
349,20224.000000,0.000000,0,0.000000
357,20224.000000,0.000000,0,0.000000
363,20224.000000,0.000000,0,0.000000
372,20224.000000,0.000000,0,0.000000
381,20224.000000,0.000000,0,0.000000
389,20224.000000,0.000000,0,0.000000
398,20224.000000,0.000000,0,0.000000
405,20224.000000,0.000000,0,0.000000
416,20224.000000,0.000000,0,0.000000
423,20224.000000,0.000000,0,0.000000
431,20224.000000,0.000000,0,0.000000
438,20224.000000,0.000000,0,0.000000
446,20224.000000,0.000000,0,0.000000
455,20224.000000,0.000000,0,0.000000
463,20224.000000,0.000000,0,0.000000
472,20224.000000,0.000000,0,0.000000
481,20224.000000,0.000000,0,0.000000
489,20224.000000,0.000000,0,0.000000
497,20224.000000,0.000000,0,0.000000
505,20224.000000,0.000000,0,0.000000
514,20224.000000,0.000000,0,0.000000
523,20224.000000,0.000000,0,0.000000
529,20224.000000,0.000000,0,0.000000
535,20224.000000,0.000000,0,0.000000
543,20224.000000,0.000000,0,0.000000
551,20224.000000,0.000000,0,0.000000
567,20224.000000,0.000000,0,0.000000
575,20224.000000,0.000000,0,0.000000
583,20224.000000,0.000000,0,0.000000
591,20224.000000,0.000000,0,0.000000
599,20224.000000,0.000000,0,0.000000
607,20224.000000,0.000000,0,0.000000
614,20224.000000,0.000000,0,0.000000
622,20224.000000,0.000000,0,0.000000
631,20224.000000,0.000000,0,0.000000
640,20224.000000,0.000000,0,0.000000
649,20224.000000,0.000000,0,0.000000
657,20224.000000,0.000000,0,0.000000
666,20224.000000,0.000000,0,0.000000
674,20224.000000,0.000000,0,0.000000
683,20224.000000,0.000000,0,0.000000
690,20224.000000,0.000000,0,0.000000
697,20224.000000,0.000000,0,0.000000
705,20224.000000,0.000000,0,0.000000
713,20224.000000,1.000000,711,1.000000
721,20224.000000,1.000000,711,1.000000
728,20224.000000,1.000000,711,1.000000
737,20224.000000,1.000000,711,1.000000
746,20224.000000,1.000000,711,1.000000
756,20224.000000,1.000000,711,1.000000
764,20224.000000,1.000000,711,1.000000
771,20224.000000,1.000000,711,1.000000
779,20224.000000,1.000000,711,1.000000
787,20224.000000,1.000000,711,1.000000
794,20224.000000,1.000000,711,1.000000
803,20224.000000,1.000000,711,1.000000
817,20224.000000,1.000000,711,1.000000
825,20224.000000,1.000000,711,1.000000
833,20224.000000,1.000000,711,1.000000
840,20224.000000,1.000000,711,1.000000
848,20224.000000,1.000000,711,1.000000
857,20224.000000,1.000000,711,1.000000
865,20224.000000,1.000000,711,1.000000
874,20224.000000,1.000000,711,1.000000
881,20224.000000,1.000000,711,1.000000
889,20224.000000,1.000000,711,1.000000
897,20224.000000,1.000000,711,1.000000
906,20224.000000,1.000000,711,1.000000
914,20224.000000,1.000000,711,1.000000
922,20224.000000,1.000000,711,1.000000
931,20224.000000,1.000000,711,1.000000
940,20224.000000,1.000000,711,1.000000
947,20224.000000,1.000000,711,1.000000
956,20224.000000,1.000000,711,1.000000
964,20224.000000,1.000000,711,1.000000
972,20224.000000,1.000000,711,1.000000
979,20224.000000,1.000000,711,1.000000
987,20224.000000,1.000000,711,1.000000
994,20224.000000,1.000000,711,1.000000
1002,20224.000000,1.000000,711,1.000000
1011,20224.000000,1.000000,711,1.000000
1018,20224.000000,1.000000,711,1.000000
1024,20224.000000,1.000000,711,1.000000
1032,20224.000000,1.000000,711,1.000000
1039,20224.000000,1.000000,711,1.000000
1047,20224.000000,1.000000,711,1.000000
1056,20224.000000,1.000000,711,1.000000
1064,20224.000000,1.000000,711,1.000000
1072,20224.000000,1.000000,711,1.000000
1079,20224.000000,1.000000,711,1.000000
1088,20224.000000,1.000000,711,1.000000
1095,20224.000000,1.000000,711,1.000000
1104,20224.000000,1.000000,711,1.000000
1114,20224.000000,1.000000,711,1.000000
1123,20224.000000,1.000000,711,1.000000
1132,20224.000000,1.000000,711,1.000000
1141,20224.000000,1.000000,711,1.000000
1148,20224.000000,1.000000,711,1.000000
1157,20224.000000,1.000000,711,1.000000
1164,20224.000000,1.000000,711,1.000000
1176,20224.000000,1.000000,711,1.000000
1184,20224.000000,1.000000,711,1.000000
1192,20224.000000,1.000000,711,1.000000
1200,20224.000000,1.000000,711,1.000000
1208,20224.000000,1.000000,711,1.000000
1216,20224.000000,1.000000,711,1.000000
1223,20224.000000,1.000000,711,1.000000
1232,20224.000000,1.000000,711,1.000000
1240,20224.000000,1.000000,711,1.000000
1249,20224.000000,1.000000,711,1.000000
1257,20224.000000,1.000000,711,1.000000
1265,20224.000000,1.000000,711,1.000000
1272,20224.000000,1.000000,711,1.000000
1281,20224.000000,1.000000,711,1.000000
1289,20224.000000,1.000000,711,1.000000
1296,20224.000000,1.000000,711,1.000000
1305,20224.000000,1.000000,711,1.000000
1314,20224.000000,1.000000,711,1.000000
1322,20224.000000,1.000000,711,1.000000
1329,20224.000000,1.000000,711,1.000000
1338,20224.000000,1.000000,711,1.000000
1346,20224.000000,1.000000,711,1.000000
1355,20224.000000,1.000000,711,1.000000
1363,20224.000000,1.000000,711,1.000000
1371,20224.000000,1.000000,711,1.000000
1379,20224.000000,1.000000,711,1.000000
1388,20224.000000,1.000000,711,1.000000
1397,20224.000000,1.000000,711,1.000000
1406,20224.000000,1.000000,711,1.000000
1421,20224.000000,1.000000,711,1.000000
1429,20224.000000,1.000000,711,1.000000
1436,20224.000000,1.000000,711,1.000000
1444,20224.000000,1.000000,711,1.000000
1452,20224.000000,1.000000,711,1.000000
1461,20224.000000,1.000000,711,1.000000
1467,20224.000000,1.000000,711,1.000000
1475,20224.000000,1.000000,711,1.000000
1483,20224.000000,1.000000,711,1.000000
1491,20224.000000,1.000000,711,1.000000
1500,20224.000000,1.000000,711,1.000000
1507,20224.000000,1.000000,711,1.000000
1515,20224.000000,1.000000,711,1.000000
1522,20224.000000,1.000000,711,1.000000
1530,20224.000000,1.000000,711,1.000000
1539,20224.000000,1.000000,711,1.000000
1549,20224.000000,1.000000,711,1.000000
1556,20224.000000,1.000000,711,1.000000
1562,20224.000000,1.000000,711,1.000000
1569,20224.000000,1.000000,711,1.000000
