Batch Index,Problem,Algorithm,Fitness,Best Iteration,Runtime (ms)
0,TSP2D,TSP2DGeneric,186098512.005000,9999,21435
1,TSP2D,TSP2DGeneric,183786188.019365,9985,20896
2,TSP2D,TSP2DGeneric,185904010.732170,9967,21131
