Iteration,Time,Fitness,Best Iteration,Best Time,Best Fitness
0,449.000000,0,449.000000
14,457.000000,14,457.000000
21,461.000000,21,461.000000
28,465.000000,27,465.000000
36,467.000000,32,467.000000
44,471.000000,42,471.000000
52,472.000000,45,472.000000
59,475.000000,59,475.000000
66,479.000000,63,479.000000
74,485.000000,74,485.000000
82,489.000000,78,489.000000
89,493.000000,88,493.000000
97,496.000000,97,496.000000
105,499.000000,105,499.000000
114,502.000000,109,502.000000
121,506.000000,120,506.000000
128,511.000000,128,511.000000
136,518.000000,136,518.000000
143,519.000000,140,519.000000
151,525.000000,151,525.000000
158,527.000000,156,527.000000
164,530.000000,164,530.000000
172,535.000000,170,535.000000
179,537.000000,178,537.000000
187,540.000000,186,540.000000
194,544.000000,194,544.000000
200,548.000000,199,548.000000
207,551.000000,205,551.000000
215,556.000000,215,556.000000
220,557.000000,216,557.000000
227,560.000000,224,560.000000
234,564.000000,233,564.000000
241,567.000000,240,567.000000
250,571.000000,249,571.000000
258,575.000000,256,575.000000
265,577.000000,261,577.000000
272,579.000000,271,579.000000
279,582.000000,278,582.000000
288,588.000000,287,588.000000
295,592.000000,294,592.000000
