Iteration;Time;Fitness;Best Iteration;Best Fitness
167;3.000000;90.000000;154;90.000000
168;3.000000;90.000000;154;90.000000
169;3.000000;90.000000;154;90.000000
170;3.000000;90.000000;154;90.000000
171;3.000000;90.000000;154;90.000000
172;3.000000;90.000000;154;90.000000
173;3.000000;90.000000;154;90.000000
174;3.000000;90.000000;154;90.000000
175;3.000000;90.000000;154;90.000000
176;3.000000;90.000000;154;90.000000
177;3.000000;90.000000;154;90.000000
178;3.000000;90.000000;154;90.000000
179;3.000000;90.000000;154;90.000000
180;3.000000;91.000000;180;91.000000
181;3.000000;91.000000;180;91.000000
182;3.000000;91.000000;180;91.000000
183;3.000000;92.000000;183;92.000000
184;3.000000;92.000000;183;92.000000
185;3.000000;92.000000;183;92.000000
186;3.000000;93.000000;186;93.000000
187;3.000000;93.000000;186;93.000000
188;3.000000;93.000000;186;93.000000
189;3.000000;93.000000;186;93.000000
190;3.000000;93.000000;186;93.000000
191;3.000000;93.000000;186;93.000000
192;3.000000;93.000000;186;93.000000
193;3.000000;93.000000;186;93.000000
194;3.000000;93.000000;186;93.000000
195;3.000000;93.000000;186;93.000000
196;3.000000;93.000000;186;93.000000
197;3.000000;93.000000;186;93.000000
198;3.000000;93.000000;186;93.000000
199;3.000000;93.000000;186;93.000000
200;3.000000;93.000000;186;93.000000
201;3.000000;93.000000;186;93.000000
202;3.000000;93.000000;186;93.000000
203;3.000000;93.000000;186;93.000000
204;3.000000;93.000000;186;93.000000
205;3.000000;93.000000;186;93.000000
206;3.000000;93.000000;186;93.000000
207;3.000000;93.000000;186;93.000000
208;3.000000;93.000000;186;93.000000
209;3.000000;93.000000;186;93.000000
210;3.000000;94.000000;210;94.000000
211;3.000000;94.000000;210;94.000000
212;3.000000;94.000000;210;94.000000
213;3.000000;94.000000;210;94.000000
214;3.000000;94.000000;210;94.000000
215;3.000000;94.000000;210;94.000000
216;3.000000;94.000000;210;94.000000
217;3.000000;94.000000;210;94.000000
218;3.000000;94.000000;210;94.000000
219;3.000000;94.000000;210;94.000000
220;3.000000;94.000000;210;94.000000
221;3.000000;94.000000;210;94.000000
222;3.000000;94.000000;210;94.000000
223;3.000000;94.000000;210;94.000000
224;3.000000;95.000000;224;95.000000
225;3.000000;95.000000;224;95.000000
226;3.000000;95.000000;224;95.000000
227;3.000000;95.000000;224;95.000000
228;3.000000;95.000000;224;95.000000
229;3.000000;95.000000;224;95.000000
230;3.000000;95.000000;224;95.000000
231;3.000000;95.000000;224;95.000000
232;3.000000;95.000000;224;95.000000
233;3.000000;95.000000;224;95.000000
234;3.000000;95.000000;224;95.000000
235;3.000000;95.000000;224;95.000000
236;3.000000;95.000000;224;95.000000
237;3.000000;95.000000;224;95.000000
238;3.000000;95.000000;224;95.000000
239;3.000000;95.000000;224;95.000000
240;3.000000;95.000000;224;95.000000
241;3.000000;95.000000;224;95.000000
242;3.000000;95.000000;224;95.000000
243;3.000000;95.000000;224;95.000000
244;3.000000;95.000000;224;95.000000
245;3.000000;96.000000;245;96.000000
246;3.000000;96.000000;245;96.000000
247;3.000000;96.000000;245;96.000000
248;3.000000;96.000000;245;96.000000
249;3.000000;96.000000;245;96.000000
250;3.000000;96.000000;245;96.000000
251;3.000000;96.000000;245;96.000000
252;3.000000;96.000000;245;96.000000
253;3.000000;96.000000;245;96.000000
254;3.000000;96.000000;245;96.000000
255;3.000000;96.000000;245;96.000000
256;3.000000;96.000000;245;96.000000
257;3.000000;97.000000;257;97.000000
258;3.000000;97.000000;257;97.000000
259;3.000000;97.000000;257;97.000000
260;3.000000;97.000000;257;97.000000
261;3.000000;97.000000;257;97.000000
262;3.000000;97.000000;257;97.000000
263;3.000000;97.000000;257;97.000000
264;3.000000;97.000000;257;97.000000
265;3.000000;97.000000;257;97.000000
266;3.000000;97.000000;257;97.000000
267;3.000000;97.000000;257;97.000000
268;3.000000;97.000000;257;97.000000
269;3.000000;97.000000;257;97.000000
270;3.000000;97.000000;257;97.000000
271;3.000000;97.000000;257;97.000000
272;3.000000;97.000000;257;97.000000
273;3.000000;97.000000;257;97.000000
274;3.000000;97.000000;257;97.000000
275;3.000000;97.000000;257;97.000000
276;3.000000;97.000000;257;97.000000
277;3.000000;97.000000;257;97.000000
278;3.000000;97.000000;257;97.000000
279;3.000000;97.000000;257;97.000000
280;3.000000;97.000000;257;97.000000
281;3.000000;97.000000;257;97.000000
282;3.000000;97.000000;257;97.000000
283;3.000000;97.000000;257;97.000000
284;3.000000;97.000000;257;97.000000
285;3.000000;97.000000;257;97.000000
286;3.000000;97.000000;257;97.000000
287;3.000000;97.000000;257;97.000000
288;3.000000;97.000000;257;97.000000
289;3.000000;97.000000;257;97.000000
290;3.000000;97.000000;257;97.000000
291;3.000000;97.000000;257;97.000000
292;3.000000;97.000000;257;97.000000
293;3.000000;97.000000;257;97.000000
294;3.000000;97.000000;257;97.000000
295;3.000000;97.000000;257;97.000000
296;3.000000;97.000000;257;97.000000
297;3.000000;97.000000;257;97.000000
298;3.000000;97.000000;257;97.000000
299;3.000000;97.000000;257;97.000000
300;3.000000;98.000000;300;98.000000
301;3.000000;98.000000;300;98.000000
302;3.000000;98.000000;300;98.000000
303;3.000000;98.000000;300;98.000000
304;3.000000;98.000000;300;98.000000
305;3.000000;98.000000;300;98.000000
306;3.000000;98.000000;300;98.000000
307;3.000000;98.000000;300;98.000000
308;3.000000;98.000000;300;98.000000
309;3.000000;98.000000;300;98.000000
310;3.000000;99.000000;310;99.000000
311;3.000000;99.000000;310;99.000000
312;3.000000;99.000000;310;99.000000
313;3.000000;99.000000;310;99.000000
314;3.000000;99.000000;310;99.000000
315;3.000000;99.000000;310;99.000000
316;3.000000;99.000000;310;99.000000
317;3.000000;99.000000;310;99.000000
318;3.000000;99.000000;310;99.000000
319;3.000000;99.000000;310;99.000000
320;3.000000;99.000000;310;99.000000
321;3.000000;99.000000;310;99.000000
322;3.000000;99.000000;310;99.000000
323;3.000000;99.000000;310;99.000000
324;3.000000;99.000000;310;99.000000
325;3.000000;99.000000;310;99.000000
326;3.000000;99.000000;310;99.000000
327;3.000000;99.000000;310;99.000000
328;3.000000;99.000000;310;99.000000
329;3.000000;99.000000;310;99.000000
330;3.000000;99.000000;310;99.000000
331;3.000000;99.000000;310;99.000000
332;3.000000;99.000000;310;99.000000
333;3.000000;99.000000;310;99.000000
334;3.000000;99.000000;310;99.000000
335;3.000000;99.000000;310;99.000000
336;3.000000;99.000000;310;99.000000
337;3.000000;99.000000;310;99.000000
338;3.000000;99.000000;310;99.000000
339;3.000000;99.000000;310;99.000000
340;3.000000;99.000000;310;99.000000
341;3.000000;99.000000;310;99.000000
342;3.000000;99.000000;310;99.000000
343;3.000000;99.000000;310;99.000000
344;3.000000;99.000000;310;99.000000
345;3.000000;99.000000;310;99.000000
346;3.000000;99.000000;310;99.000000
347;3.000000;99.000000;310;99.000000
348;3.000000;99.000000;310;99.000000
349;3.000000;99.000000;310;99.000000
350;3.000000;99.000000;310;99.000000
351;3.000000;99.000000;310;99.000000
352;3.000000;99.000000;310;99.000000
353;3.000000;99.000000;310;99.000000
354;3.000000;99.000000;310;99.000000
355;3.000000;99.000000;310;99.000000
356;3.000000;99.000000;310;99.000000
357;3.000000;99.000000;310;99.000000
358;3.000000;99.000000;310;99.000000
359;3.000000;99.000000;310;99.000000
360;3.000000;99.000000;310;99.000000
361;3.000000;99.000000;310;99.000000
362;3.000000;99.000000;310;99.000000
363;3.000000;99.000000;310;99.000000
364;3.000000;99.000000;310;99.000000
365;3.000000;99.000000;310;99.000000
366;3.000000;99.000000;310;99.000000
367;3.000000;99.000000;310;99.000000
368;3.000000;99.000000;310;99.000000
369;3.000000;99.000000;310;99.000000
370;3.000000;99.000000;310;99.000000
371;3.000000;99.000000;310;99.000000
372;3.000000;99.000000;310;99.000000
373;3.000000;99.000000;310;99.000000
374;3.000000;99.000000;310;99.000000
375;3.000000;99.000000;310;99.000000
376;3.000000;100.000000;376;100.000000
