Iteration,Time,Fitness,Best Iteration,Best Time,Best Fitness
0,47800.777963,0,47800.777963
30,45020.840356,30,45020.840356
43,44126.635761,41,44126.635761
50,43757.861817,50,43757.861817
62,43421.227184,58,43421.227184
68,43183.484608,63,43183.484608
76,42332.868785,73,42332.868785
84,41193.507541,84,41193.507541
91,40909.142482,91,40909.142482
98,40415.233499,97,40415.233499
105,39683.688003,104,39683.688003
112,39404.721067,111,39404.721067
118,38892.127561,118,38892.127561
126,38094.083928,125,38094.083928
132,36094.858251,132,36094.858251
139,34346.186074,139,34346.186074
147,34000.389089,147,34000.389089
154,33623.731332,154,33623.731332
162,33542.483392,161,33542.483392
168,32726.191421,166,32726.191421
175,32540.780276,170,32540.780276
182,32303.891393,181,32303.891393
189,32286.511697,185,32286.511697
196,32087.785217,192,32087.785217
